stop_id,stop_name,latitude,longitude
5037058611,St. Les Assfa,37.15205957,6.381272909
5039597524,Accs Pl Sindibad,37.16903021,6.216712715
5039597525,Accs Pl Sindibad,37.16913294,6.216444003
5039603046,Ain Diab,37.17691303,6.227763015
5039611823,Station Total (Har),37.129888,6.324800539
5039611824,Station Total (Har),37.12963071,6.32489778
5039642254,BMCE Tah,37.1140091,6.318582673
5039642255,BMCE Tah,37.11427318,6.318446335
5039648119,Sanitub,37.11540151,6.321261011
5039648120,Sanitub,37.11568717,6.321154462
5039653070,Caf 2000,37.1221282,6.305748738
5040025165,Terminus Hay Salam,37.12489106,6.231769336
5040025193,Souk Salam,37.16926094,6.343921771
5040047778,Caf Kyoto,37.11965249,6.299945363
5040047779,Clinique CNSS Inara,37.1207766,6.302849368
5040052835,Lydec 6 Nov,37.13378331,6.31167197
5040054086,Hay Lmasjid  2,37.14474955,6.295474484
5040055711,cole Ouadghiri,37.14625392,6.268641765
5040055712,cole Ouadghiri,37.14599629,6.268717396
5040056462,Marif Extension,37.14659696,6.272505007
5040064788,Bin Lmdoun,37.13879092,6.299042276
5040066032,Cour d'Appel,37.18159735,6.295665041
5040070981,Dar LMohami,37.17974269,6.295787231
5040070982,Rond-Point De Dakar,37.17543815,6.29603111
5040070983,Dar LMohami,37.17975346,6.295591065
5040073208,Peugeot Rapide,37.16132392,6.232046217
5040089583,Casa port (Sidi Belyout),37.18498167,6.286994039
5040089584,Casa port (Sidi Belyout),37.18513199,6.287121305
5041248109,OCP,37.13475852,6.258831108
